Computer Name,IP Address,Operating System,Provider Type,Count
CMRUCT24138.sabc.cm,"fe80::6c3:c17b:d9e5:8ea3
fe80::e985:ecc2:e994:2847
10.96.171.156
192.168.1.36",Windows 10 Entreprise,Tanium Client,1
CMRLPT23156.sabc.cm,"fe80::7c5:105d:f219:2f8d
10.96.75.63
10.172.81.119
fe80::24ed:8e8b:57ea:bde5",Windows 11 Entreprise,Tanium Client,1
CMRUCT24059.sabc.cm,"fe80::c776:36a3:6e91:9765
10.97.225.34",Windows 11 Entreprise,Tanium Client,1
CMRLPT22051.sabc.cm,"fe80::5c5f:b24a:ac93:d66f
fe80::6d7f:d36f:9f42:1bc6
10.96.2.122
10.96.0.10",Windows 10 Professionnel,Tanium Client,1
CMRUCT24023.sabc.cm,"fe80::fd92:9935:ac02:99ab
10.98.2.3",Windows 11 Entreprise,Tanium Client,1
CMRUCT23232.sabc.cm,"fe80::a9a8:c84e:4fe7:cd56
10.96.70.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT25039.sabc.cm,"fe80::8706:2941:e7c9:169d
fe80::45ef:4e3d:32fa:ccf6
169.254.222.158
10.98.0.67",Windows 11 Entreprise,Tanium Client,1
SABCPASDO102.sabc.cm,"::1
10.103.248.34",Windows Server 2019 Standard,Tanium Client,1
CMRLPT21003.sabc.cm,"fe80::73aa:2519:63bf:167f
10.100.0.239",Windows 10 Entreprise,Tanium Client,1
CMRLPT19153.sabc.cm,"fe80::5586:f31b:6c00:c905
10.102.8.169",Windows 10 Entreprise,Tanium Client,1
CMRLPT24189.sabc.cm,"fe80::8b87:475f:2915:22d5
10.251.216.198",Windows 10 Entreprise,Tanium Client,1
CMRLPT19296.sabc.cm,"fe80::c1bc:323f:27b0:6aa6
10.102.8.130",Windows 10 Entreprise,Tanium Client,1
CMRLPT23139.sabc.cm,"fe80::ec7d:3472:2497:631b
10.99.77.165",Windows 11 Entreprise,Tanium Client,1
CMRUCT21037.sabc.cm,"fe80::d71f:b122:1ae6:643b
10.99.36.12",Windows 11 Entreprise,Tanium Client,1
CMRLPT23204.sabc.cm,"fe80::8a85:fc17:54dc:79cc
10.102.8.61",Windows 10 Entreprise,Tanium Client,1
CMRLPT24097.sabc.cm,"fe80::aa11:35:ee10:615c
10.99.76.4",Windows 10 Entreprise,Tanium Client,1
CMRUCT25088.sabc.cm,"fe80::27b0:1a4b:7e30:878a
10.97.92.28",Windows 10 Entreprise,Tanium Client,1
CMRUCT25020.sabc.cm,"fe80::7982:3c47:6527:d5d4
10.97.225.236",Windows 10 Entreprise,Tanium Client,1
CMRTAB20338.sabc.cm,"fe80::4aa:e2e9:2552:8c47
10.96.0.26",Windows 10 Entreprise,Tanium Client,1
CMRLPT23005.sabc.cm,"fe80::c4ee:1b1e:afb0:90b3
10.96.0.80",Windows 10 Entreprise,Tanium Client,1
CMRUCT22008.sabc.cm,"fe80::4905:6059:56f2:ab5d
10.99.28.10",Windows 10 Entreprise,Tanium Client,1
CMRLPT22132.sabc.cm,"fe80::e5fd:9f67:6010:c5b0
10.100.0.189",Windows 10 Entreprise,Tanium Client,1
CMRUCT21032.sabc.cm,"fe80::13c5:5f71:b31a:6e60
10.99.2.29",Windows 10 Entreprise,Tanium Client,1
CMRUCT21125.sabc.cm,"fe80::4a85:4b25:efe8:2a65
10.96.2.90",Windows 11 Entreprise,Tanium Client,1
CMRUCT22097.sabc.cm,"fe80::a603:deef:65d7:ba15
10.102.8.155",Windows 11 Entreprise,Tanium Client,1
GAROSHARG101.sabc.cm,"fe80::9928:4ace:5019:aa08
10.99.1.13",Windows Server 2019 Standard,Tanium Client,1
CMRLPT24112.sabc.cm,"fe80::bca4:ea6d:c5a6:d53e
10.100.0.102",Windows 11 Entreprise,Tanium Client,1
CMRUCT21035.sabc.cm,"fe80::1363:ed00:7afa:7205
10.99.2.79",Windows 10 Entreprise,Tanium Client,1
CMRLPT24106.sabc.cm,"fe80::2d62:16ce:769f:2095
fe80::73d1:a500:a96e:d5fb
10.97.224.190
10.97.225.196",Windows 11 Entreprise,Tanium Client,1
CMRUCT23133.sabc.cm,"fe80::1374:68bd:d275:596e
10.98.2.59",Windows 10 Entreprise,Tanium Client,1
CMRUCT23241.sabc.cm,"fe80::5125:166c:a0b4:8803
10.98.2.5",Windows 11 Entreprise,Tanium Client,1
CMRLPT22151.sabc.cm,"fe80::f060:1749:113e:bba7
10.97.225.70",Windows 10 Entreprise,Tanium Client,1
SOCAPCUT001.sabc.cm,"fe80::c3c9:379c:da4f:b829
10.102.1.5",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23273.sabc.cm,"fe80::b517:4e89:9a2e:a9e5
10.98.0.39",Windows 11 Entreprise,Tanium Client,1
CMRUCT22029.sabc.cm,"fe80::f14d:8f97:833e:518e
10.96.2.15",Windows 10 Entreprise,Tanium Client,1
CMRLPT23068.sabc.cm,"fe80::218f:141e:df80:159a
10.96.0.52",Windows 10 Entreprise,Tanium Client,1
CMRUCT20107.sabc.cm,"fe80::158f:4a4d:bf7d:ff39
10.96.70.85",Windows 10 Entreprise,Tanium Client,1
CMRLPT23317.sabc.cm,"fe80::c16e:b77f:347e:f6d8
10.96.2.106",Windows 10 Entreprise,Tanium Client,1
CMRLPT24061.sabc.cm,"fe80::db83:26b5:c7a0:b973
10.99.77.167",Windows 10 Entreprise,Tanium Client,1
CMRUCT21083.sabc.cm,"fe80::53f8:3d3a:9109:7174
10.102.2.22",Windows 11 Entreprise,Tanium Client,1
BAFOMOS101.sabc.cm,"fe80::e62a:5529:147b:a5cf
10.98.1.3",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23181.sabc.cm,"fe80::cb87:cb4d:786f:7276
10.100.5.45",Windows 10 Professionnel,Tanium Client,1
CMRUCT20126.sabc.cm,"fe80::a97a:d07f:db53:6e1c
10.96.112.13",Windows 10 Entreprise,Tanium Client,1
CMRLPT21115.sabc.cm,"fe80::7986:4b5:c589:1c19
10.96.70.86",Windows 10 Entreprise,Tanium Client,1
CMRLPT22137.sabc.cm,"fe80::2574:280:46e7:6dc
10.100.4.86",Windows 11 Entreprise,Tanium Client,1
CMRUCT23314.sabc.cm,"fe80::25d8:6ed3:681c:7c63
10.99.2.55",Windows 10 Entreprise,Tanium Client,1
CMRLPT23187.sabc.cm,"fe80::5acc:543e:ed5e:77a7
10.217.189.227",Windows 10 Entreprise,Tanium Client,1
CMRLPT20120.sabc.cm,"fe80::f49d:261b:eae7:6bff
10.102.8.67",Windows 10 Entreprise,Tanium Client,1
CMRUCT23053.sabc.cm,"fe80::cfbe:4318:b7ae:522
10.96.6.83",Windows 11 Entreprise,Tanium Client,1
CMRLPT19156.sabc.cm,"fe80::9bf0:e861:4fb5:797e
10.100.4.82",Windows 10 Entreprise,Tanium Client,1
CMRUCT21033.sabc.cm,"fe80::3d4f:ae7b:e96e:a94
10.99.2.31",Windows 10 Entreprise,Tanium Client,1
BALILIMS401.sabc.cm,"::1
10.100.1.128",Windows Server 2016 Standard,Tanium Client,1
CMRUCT21065.sabc.cm,"fe80::d2d1:86:6607:2790
10.102.34.32",Windows 11 Entreprise,Tanium Client,1
CMRLPT20057.sabc.cm,"fe80::33d3:8ab6:9ab1:dbb2
10.100.0.77",Windows 11 Entreprise,Tanium Client,1
CMRUCT20022.sabc.cm,"fe80::d0bc:81d2:df33:44f5
10.99.2.42",Windows 10 Entreprise,Tanium Client,1
CMRLPT19219.sabc.cm,"fe80::a7a4:c3fa:20f2:d41c
172.20.10.2",Windows 10 Professionnel,Tanium Client,1
CMRUCT23333.sabc.cm,"fe80::67f2:d39d:ec0:e261
10.96.161.42",Windows 10 Entreprise,Tanium Client,1
CMRUCT23049.sabc.cm,"fe80::17cb:62f0:4b46:ee64
10.96.2.136",Windows 10 Entreprise,Tanium Client,1
pontbbrassgaro.sabc.cm,"fe80::311b:e6d4:7b3a:fe3f
fe80::2856:72bd:b3b8:75a2
10.99.7.184
10.253.140.81",Windows Server 2019 Standard,Tanium Client,1
CMRUCT24175.sabc.cm,"fe80::ded8:16b5:ebdb:6903
10.98.0.82",Windows 10 Entreprise,Tanium Client,1
CMRUCT22145.sabc.cm,"fe80::88d9:5c56:1c22:8af0
10.102.9.72",Windows 11 Entreprise,Tanium Client,1
CMRLPT21008.sabc.cm,"fe80::9538:2acf:b97f:1d60
10.99.0.22",Windows 10 Entreprise,Tanium Client,1
SABCDIMO102.sabc.cm,"::1
10.103.244.19",Windows Server 2019 Standard,Tanium Client,1
CMRLPT25045.sabc.cm,"fe80::7391:2500:2aa3:cfb2
10.96.0.44",Windows 11 Entreprise,Tanium Client,1
CMRLPT23245.sabc.cm,"fe80::7ce:14e5:4995:8595
10.100.0.133",Windows 11 Entreprise,Tanium Client,1
CMRLPT21016.sabc.cm,"fe80::f964:d728:6f8f:f49e
10.96.2.14",Windows 10 Professionnel,Tanium Client,1
CMRUCT21040.sabc.cm,"fe80::78a7:3827:b21f:46fe
10.96.112.3",Windows 11 Entreprise,Tanium Client,1
CMRUCT24021.sabc.cm,"fe80::fab8:b862:cec6:13a4
fe80::d609:4974:7a01:c2bf
169.254.201.118
10.98.0.33",Windows 11 Entreprise,Tanium Client,1
CMRLPT21107.sabc.cm,"fe80::6887:cd57:dcd5:11b1
10.96.2.110",Windows 11 Entreprise,Tanium Client,1
CMRLPT20069.sabc.cm,"fe80::5adf:33ac:c345:ca2b
10.100.0.27",Windows 10 Entreprise,Tanium Client,1
CMRUCT23330.sabc.cm,"fe80::5c49:c770:fae5:8b6f
10.96.161.45",Windows 10 Entreprise,Tanium Client,1
CMRUCT24012.sabc.cm,"fe80::d107:89d3:71aa:1343
10.96.28.2",Windows 11 Entreprise,Tanium Client,1
CMRLPT20047.sabc.cm,"fe80::b55c:2296:120d:2c
10.98.0.20",Windows 10 Entreprise,Tanium Client,1
SABCIA601.sabc.cm,"fe80::25f4:793f:b90e:9cf6
10.97.246.130",Windows Server 2019 Standard,Tanium Client,1
CMRUCT21110.sabc.cm,"fe80::a4be:16ee:b604:2c51
10.102.2.104",Windows 10 Entreprise,Tanium Client,1
CMRLPT21166.sabc.cm,"fe80::ac:2d36:6e29:76fb
10.97.225.148",Windows 10 Entreprise,Tanium Client,1
CMRLPT24134.sabc.cm,"fe80::5c2a:2ae1:69de:66f
192.168.225.210",Windows 10 Entreprise,Tanium Client,1
CMRLPT19304.sabc.cm,"fe80::b277:db5:c967:be0f
10.102.8.174",Windows 10 Entreprise,Tanium Client,1
CMRLPT23254.sabc.cm,"fe80::7db4:88f9:52f9:639c
10.98.0.56",Windows 10 Entreprise,Tanium Client,1
CMRUCT23228.sabc.cm,"fe80::90ed:8e45:86cb:5fce
10.96.112.7",Windows 10 Entreprise,Tanium Client,1
CMRUCT22016.sabc.cm,"fe80::f1e:c0d6:1eda:d501
10.98.2.91",Windows 11 Entreprise,Tanium Client,1
CMRUCT24048.sabc.cm,"fe80::d45a:691d:f388:83ec
10.97.225.28",Windows 10 Entreprise,Tanium Client,1
CMRLPT20015.sabc.cm,"fe80::7718:e3c9:f968:10ee
10.96.70.48",Windows 11 Entreprise,Tanium Client,1
CMRUCT20061.sabc.cm,"fe80::8393:cffa:7f28:132a
10.97.224.191",Windows 11 Entreprise,Tanium Client,1
CMRLPT24083.sabc.cm,"fe80::1b14:98cb:b5e2:1635
10.99.0.34",Windows 10 Entreprise,Tanium Client,1
CMRUCT24133.sabc.cm,"fe80::ea4a:4a3e:7681:f7ba
10.96.161.10",Windows 10 Entreprise,Tanium Client,1
CMRUCT22148.sabc.cm,"fe80::f9e4:358:4bec:62dd
10.102.9.100",Windows 10 Entreprise,Tanium Client,1
CMRUCT24164.sabc.cm,"fe80::d77:4d5f:808d:9f60
10.98.2.71",Windows 10 Entreprise,Tanium Client,1
CMRUCT19101.sabc.cm,"fe80::c9ca:3245:bdaf:f578
10.97.224.161",Windows 10 Entreprise,Tanium Client,1
CMRLPT20034.sabc.cm,"fe80::3ab2:68a7:6277:cd17
10.97.224.75",Windows 10 Entreprise,Tanium Client,1
CMRLPT22093.sabc.cm,"fe80::cf5b:f0e7:c157:4c54
10.100.0.169",Windows 10 Entreprise,Tanium Client,1
CMRUCT22167.sabc.cm,"fe80::778f:d53c:12a5:fb4f
10.102.8.89",Windows 10 Entreprise,Tanium Client,1
cmruct23044.sabc.cm,"fe80::da15:f61f:77fb:a3b3
10.96.2.123",Windows 10 Entreprise,Tanium Client,1
SABCMOS102.sabc.cm,"::1
10.6.42.201
10.103.244.38",Windows Server 2019 Standard,Tanium Client,1
CMRUCT25008.sabc.cm,"fe80::b0fa:82c:835:ae2f
fe80::69c7:e2d4:4885:963d
169.254.119.239
10.96.161.12",Windows 10 Professionnel,Tanium Client,1
CMRLPT23113.sabc.cm,"fe80::5617:58a:97b0:a76
10.100.0.201",Windows 10 Entreprise,Tanium Client,1
CMRLPT24081.sabc.cm,"fe80::6f34:71e2:a24c:3ee9
10.96.75.33",Windows 10 Entreprise,Tanium Client,1
CMRUCT25003.sabc.cm,"fe80::3a4:f01f:e00c:3bf4
10.96.70.115",Windows 11 Entreprise,Tanium Client,1
CMRUCT22121.sabc.cm,"fe80::b9ca:4df:dd3f:261b
10.97.224.195",Windows 11 Entreprise,Tanium Client,1
CMRUCT23254.sabc.cm,"fe80::2e23:47e8:e87c:b252
10.99.2.19",Windows 10 Entreprise,Tanium Client,1
CMRUCT23121.sabc.cm,"fe80::553a:1961:6e7e:36d
10.98.2.100",Windows 10 Entreprise,Tanium Client,1
CMRUCT23226.sabc.cm,"fe80::f2e:b4bc:d6c3:c2ba
10.96.52.17",Windows 10 Entreprise,Tanium Client,1
CMRLPT23029.sabc.cm,"fe80::e9f5:fb1c:efb4:ca64
fe80::8653:4d5c:ab82:9215
169.254.116.136
10.100.0.243",Windows 10 Entreprise,Tanium Client,1
CMRLPT21044.sabc.cm,"fe80::5692:827:130d:c8a5
10.98.0.1
fe80::326c:c7a3:c17a:297c
10.98.2.11",Windows 11 Entreprise,Tanium Client,1
CMRLPT23052.sabc.cm,"fe80::707c:3167:248b:8c84
10.96.75.91",Windows 10 Entreprise,Tanium Client,1
CMRLPT20043.sabc.cm,"fe80::7589:e7dd:cedc:63fd
10.98.0.23",Windows 10 Entreprise,Tanium Client,1
CMRUCT23318.sabc.cm,"fe80::696:649e:cdeb:a407
fe80::45b7:bbaa:84d4:37df
10.99.28.12
10.99.29.162",Windows 10 Entreprise,Tanium Client,1
CMRUCT22146.sabc.cm,"fe80::1ebd:f26e:90e4:4c6d
10.102.9.165",Windows 10 Entreprise,Tanium Client,1
CMRUCT20174.sabc.cm,"fe80::e686:406c:c49e:da3e
10.102.8.69",Windows 11 Entreprise,Tanium Client,1
CMRLPT19174.sabc.cm,"fe80::3a0c:fb89:233d:8b63
10.102.8.129",Windows 10 Entreprise,Tanium Client,1
CMRLPT24199.sabc.cm,"fe80::5bdd:e116:6a0c:8635
10.102.8.17",Windows 10 Entreprise,Tanium Client,1
CMRLPT23002.sabc.cm,"fe80::6b0b:a55a:9a5a:2838
192.168.43.69",Windows 11 Entreprise,Tanium Client,1
PONTBRASGUIN.sabc.cm,"fe80::d1e4:f40a:4753:c2b4
10.102.1.36",Windows Server 2019 Standard,Tanium Client,1
CMRLPT21073.sabc.cm,"fe80::65cd:955d:5836:e138
10.100.0.139",Windows 10 Entreprise,Tanium Client,1
CMRUCT25001.sabc.cm,"fe80::bd0f:b589:5756:577
10.96.70.73",Windows 11 Entreprise,Tanium Client,1
CMRUCT23203.sabc.cm,"fe80::f77a:bb8f:bf1e:2181
10.102.2.41",Windows 10 Entreprise,Tanium Client,1
CMRLPT22083.sabc.cm,"fe80::2cca:87f2:56b3:6a6a
10.100.0.174",Windows 10 Entreprise,Tanium Client,1
CMRLPT23161.sabc.cm,"fe80::53a7:ea70:4bbe:493d
10.96.75.67",Windows 10 Entreprise,Tanium Client,1
CMRLPT22144.sabc.cm,"fe80::262f:5542:3f3:16ca
10.96.61.165",Windows 10 Entreprise,Tanium Client,1
mescavesyde.sabc.cm,"fe80::c650:53e8:1b45:fc6
fe80::2584:27e9:fee1:cb85
10.97.7.153
10.253.120.210",Windows Server 2019 Standard,Tanium Client,1
SIACFICH001.sabc.cm,"fe80::4cd3:ad22:b54e:23a1
10.102.33.6",Windows Server 2016 Standard,Tanium Client,1
CMRLPT24059.sabc.cm,"fe80::a53d:46a9:f6f0:8fa5
10.102.8.120",Windows 10 Entreprise,Tanium Client,1
CMRUCT22062.sabc.cm,"fe80::2e99:6650:b5d:cd83
10.97.224.100",Windows 11 Entreprise,Tanium Client,1
KOUMTRACK001.sabc.cm,"fe80::68e0:1891:4122:bfd8
10.100.1.120",Windows Server 2016 Standard,Tanium Client,1
CMRLPT22011.sabc.cm,"fe80::1b12:816:ab00:459b
10.100.0.221",Windows 10 Entreprise,Tanium Client,1
CMRLPT20014.sabc.cm,"fe80::e73d:12f4:95b9:64f6
10.96.75.87",Windows 10 Entreprise,Tanium Client,1
CMRLPT23201.sabc.cm,"fe80::5ce2:c04c:4a34:c03f
10.102.8.23",Windows 10 Entreprise,Tanium Client,1
messgxydecp.sabc.cm,"fe80::99a8:975d:e68d:27a5
fe80::91ba:99c:4e0c:15f7
10.97.7.151
10.255.255.241
10.253.120.75",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23295.sabc.cm,"fe80::53d6:8be3:4110:23c2
10.96.161.29",Windows 10 Entreprise,Tanium Client,1
CMRLPT23318.sabc.cm,"fe80::f716:8b92:4d26:f907
10.96.0.78",Windows 11 Entreprise,Tanium Client,1
CMRLPT22050.sabc.cm,"fe80::4823:6778:476c:90f2
10.102.33.203",Windows 10 Entreprise,Tanium Client,1
CMRUCT25086.sabc.cm,"fe80::4d10:d6f8:cccc:a002
10.97.224.178",Windows 10 Entreprise,Tanium Client,1
CMRUCT24186.sabc.cm,"fe80::1e79:50d8:43df:f7c7
10.96.60.5",Windows 11 Entreprise,Tanium Client,1
CMRLPT24022.sabc.cm,"fe80::e530:d1b7:5da0:4110
10.100.0.191",Windows 10 Entreprise,Tanium Client,1
CMRLPT21033.sabc.cm,"fe80::daa1:61df:bde0:2a05
10.96.2.40",Windows 10 Entreprise,Tanium Client,1
CMRUCT24034.sabc.cm,"fe80::8cce:c125:d2c5:edae
10.98.0.93",Windows 10 Entreprise,Tanium Client,1
SABCBPC603.sabc.cm,"fe80::14b1:e973:ec2e:3d42
10.100.1.156",Windows Server 2016 Standard,Tanium Client,1
CMRLPT23233.sabc.cm,"fe80::703c:e0da:dd5f:a9c9
10.102.33.205",Windows 11 Entreprise,Tanium Client,1
SABCVPRX101.sabc.cm,"::1
10.100.3.96",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23010.sabc.cm,"fe80::55e1:b4a2:c98:a40d
10.97.88.10",Windows 10 Entreprise,Tanium Client,1
CMRUCT22049.sabc.cm,"fe80::f4a5:e83f:a9cb:c804
10.102.34.34",Windows 10 Entreprise,Tanium Client,1
CMRUCT23063.sabc.cm,"fe80::24b3:fcec:530b:f43e
10.96.2.44",Windows 10 Entreprise,Tanium Client,1
CMRLPT24077.sabc.cm,"fe80::46e0:5012:a82f:7bcd
10.102.8.60",Windows 10 Entreprise,Tanium Client,1
CMRUCT24099.sabc.cm,"fe80::5c11:56b0:7a88:8aeb
192.168.1.242",Windows 11 Entreprise,Tanium Client,1
CMRUCT23098.sabc.cm,"fe80::dab1:5a07:380c:aee4
10.96.60.9",Windows 11 Entreprise,Tanium Client,1
BONADOMC002.sabc.cm,"fe80::e8ea:ad7:c6de:a618
10.96.122.1",Windows Server 2019 Standard,Tanium Client,1
CMRUCT25056.sabc.cm,"fe80::c37b:56b6:1684:8ddc
fe80::1ec0:c73c:73d4:d67b
169.254.33.2
10.100.0.233",Windows 11 Professionnel,Tanium Client,1
SOCADOMC002.sabc.cm,"fe80::9ebc:6e0f:77c6:362b
10.102.1.4",Windows Server 2019 Standard,Tanium Client,1
CMRUCT22164.sabc.cm,"fe80::cfab:a2f6:5684:1600
10.102.9.85",Windows 10 Entreprise,Tanium Client,1
CMRLPT22135.sabc.cm,"fe80::8b86:e2f3:c23a:8a74
10.100.0.111",Windows 10 Entreprise,Tanium Client,1
SABCSQELO101.sabc.cm,"::1
10.6.42.208
10.103.244.43",Windows Server 2019 Standard,Tanium Client,1
SABCMSQL101.sabc.cm,"::1
10.6.42.202
10.103.244.39",Windows Server 2016 Standard,Tanium Client,1
CMRUCT25091.sabc.cm,"fe80::714d:933d:8d31:551
10.97.224.76",Windows 10 Entreprise,Tanium Client,1
CMRUCT23296.sabc.cm,"fe80::a9f7:9ec5:84c1:c5ab
fe80::514c:f874:9f0f:56e6
169.254.52.43
10.100.0.63",Windows 11 Entreprise,Tanium Client,1
CMRUCT21028.sabc.cm,"fe80::c856:5fc:6df8:68b
10.98.2.40",Windows 11 Entreprise,Tanium Client,1
CMRUCT21048.sabc.cm,"fe80::5d20:1a4e:f925:ed29
10.96.2.80",Windows 11 Entreprise,Tanium Client,1
CMRUCT20105.sabc.cm,"fe80::d4df:baa1:2b78:537d
10.96.75.84",Windows 10 Entreprise,Tanium Client,1
CMRLPT21081.sabc.cm,"fe80::ba86:f1a3:e235:3cab
10.148.64.139",Windows 10 Entreprise,Tanium Client,1
CMRLPT19166.sabc.cm,"fe80::cc28:d374:bf06:313
10.96.75.58",Windows 10 Entreprise,Tanium Client,1
CMRUCT21105.sabc.cm,"fe80::d1c1:d158:516a:3527
10.102.2.40",Windows 11 Entreprise,Tanium Client,1
CMRLPT21154.sabc.cm,"fe80::f8c6:2e3:8d95:7421
10.97.224.175",Windows 11 Entreprise,Tanium Client,1
CMRLPT20039.sabc.cm,"fe80::5247:b1e3:f63a:5386
10.98.2.14",Windows 10 Entreprise,Tanium Client,1
CMRUCT23091.sabc.cm,"fe80::8c6d:65a9:6dcc:85c8
10.96.60.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT22196.sabc.cm,"fe80::63c6:6a33:dfef:5121
10.102.8.157",Windows 10 Entreprise,Tanium Client,1
CMRLPT20085.sabc.cm,"fe80::6c8:5e2e:f93e:cdf8
10.100.0.41",Windows 10 Entreprise,Tanium Client,1
CMRUCT23004.sabc.cm,"fe80::3177:5842:c95a:505a
10.97.224.31",Windows 10 Entreprise,Tanium Client,1
CMRLPT21032.sabc.cm,"fe80::4cf9:8ae8:46db:9e84
10.96.75.12",Windows 11 Entreprise,Tanium Client,1
CMRLPT19227.sabc.cm,"fe80::eb83:f3f9:87b5:ab1b
10.102.8.192",Windows 10 Entreprise,Tanium Client,1
CMRUCT24108.sabc.cm,"fe80::6eb:a2a:95b7:676
10.102.9.32",Windows 10 Entreprise,Tanium Client,1
CMRLPT24090.sabc.cm,"fe80::2271:d9c1:3817:f5a3
10.96.75.11",Windows 10 Entreprise,Tanium Client,1
CMRLPT23104.sabc.cm,"fe80::a10a:df61:235f:da69
10.96.70.58",Windows 10 Entreprise,Tanium Client,1
sabcenerg01.sabc.cm,"fe80::b9a7:349d:6875:d2b8
fe80::6991:dedc:4c69:1155
10.96.75.157
10.253.100.110",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23148.sabc.cm,"fe80::3648:d67a:952f:dc71
10.102.34.54",Windows 10 Entreprise,Tanium Client,1
CMRLPT23114.sabc.cm,"fe80::c3f8:7f7:db26:b215
10.96.161.37",Windows 11 Entreprise,Tanium Client,1
CMRLPT20023.sabc.cm,"fe80::833b:3866:6c83:9101
10.96.0.28",Windows 10 Entreprise,Tanium Client,1
garousine001.sabc.cm,"fe80::9303:bbb6:e0a6:d02
fe80::15b6:6e35:6a07:f0e9
10.99.7.129
10.253.140.10",Windows Server 2019 Standard,Tanium Client,1
SABCBI102.sabc.cm,"::1
10.6.42.168
10.103.244.10",Windows Server 2019 Standard,Tanium Client,1
CMRUCT20037.sabc.cm,"fe80::bbcc:ff98:b0de:1ec
10.102.34.9",Windows 10 Professionnel,Tanium Client,1
CMRUCT25013.sabc.cm,"fe80::883a:9771:bd8d:645a
10.96.161.15",Windows 10 Entreprise,Tanium Client,1
SABCSHAR101.sabc.cm,"fe80::a09e:983e:b00a:d75c
10.100.1.42",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23135.sabc.cm,"fe80::c749:f99b:2aee:c842
10.108.63.160",Windows 11 Entreprise,Tanium Client,1
CMRLPT23247.sabc.cm,"fe80::1156:7d47:29f0:94fd
fe80::e45a:750d:764b:b9eb
10.100.4.9
10.100.0.193",Windows 11 Entreprise,Tanium Client,1
CMRUCT23332.sabc.cm,"fe80::606c:597d:af33:7126
10.96.161.47",Windows 10 Entreprise,Tanium Client,1
CMRLPT23021.sabc.cm,"fe80::3a6f:527d:f846:e7cc
10.100.0.60",Windows 11 Entreprise,Tanium Client,1
CMRLPT25025.sabc.cm,"fe80::9b5e:3a6d:2fdd:7dca
10.97.225.45",Windows 10 Entreprise,Tanium Client,1
CMRLPT23066.sabc.cm,"fe80::1553:95ea:7742:613d
10.141.183.199",Windows 10 Entreprise,Tanium Client,1
CMRUCT19246.sabc.cm,"fe80::c34b:79af:7a93:ade0
10.102.2.64",Windows 10 Entreprise,Tanium Client,1
CMRUCT25095.sabc.cm,"fe80::9521:a68:cb9c:33e6
10.97.92.27",Windows 10 Entreprise,Tanium Client,1
CMRLPT19005.sabc.cm,"fe80::932:397:a25c:96dc
fe80::7675:a17b:3d28:82a5
fe80::ed41:1b51:a278:22cb
fe80::db5d:b4b6:d47c:b3fe
10.10.1.1
192.168.153.1
192.168.226.1
10.100.0.67",Windows 10 Entreprise,Tanium Client,1
CMRLPT23049.sabc.cm,"fe80::7628:7817:621:e501
192.168.0.105",Windows 10 Entreprise,Tanium Client,1
CMRUCT24041.sabc.cm,"fe80::c976:ee41:a3ab:f134
10.98.2.18",Windows 11 Entreprise,Tanium Client,1
CMRUCT24119.sabc.cm,"fe80::1869:8182:84a1:5009
10.102.9.223",Windows 10 Entreprise,Tanium Client,1
CMRLPT23167.sabc.cm,"fe80::aa50:9437:2f89:d15a
10.121.207.196",Windows 10 Entreprise,Tanium Client,1
CMRUCT24199.sabc.cm,"fe80::28a3:6948:43c5:ab2a
10.97.224.214",Windows 10 Entreprise,Tanium Client,1
CMRLPT23020.sabc.cm,"fe80::ce5:a1c5:150a:2704
10.100.0.69",Windows 11 Entreprise,Tanium Client,1
CMRUCT21030.sabc.cm,"fe80::de2a:c688:e2a9:ecdd
10.99.28.4",Windows 10 Entreprise,Tanium Client,1
SABCSHAR103.sabc.cm,"fe80::1442:2b02:82c4:92a
10.100.1.67",Windows Server 2019 Standard,Tanium Client,1
SOUAMOS101.sabc.cm,"fe80::e40e:1e75:19a8:86c
10.99.77.131",Windows Server 2019 Standard,Tanium Client,1
CMRUCT24140.sabc.cm,"fe80::13a2:edf9:59e8:4574
10.96.161.44",Windows 10 Entreprise,Tanium Client,1
CMRLPT19002.sabc.cm,"fe80::f7f6:4e30:9dfd:d291
10.100.0.139",Windows 10 Entreprise,Tanium Client,1
CMRUCT24044.sabc.cm,"fe80::16a5:981d:2930:a65f
10.97.36.11",Windows 10 Entreprise,Tanium Client,1
balidcira001.sabc.cm,"fe80::3273:9115:1aa7:b671
10.100.1.163",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22061.sabc.cm,"fe80::7011:b5e0:2ddd:6a4
10.102.34.48",Windows 10 Entreprise,Tanium Client,1
CMRLPT24195.sabc.cm,"fe80::a0a8:787e:85b:ee90
10.100.0.14",Windows 11 Entreprise,Tanium Client,1
CMRUCT21113.sabc.cm,"fe80::b4ee:5f16:569:3e2f
10.99.76.12",Windows 10 Entreprise,Tanium Client,1
CMRUCT22163.sabc.cm,"fe80::759a:a2d9:741:aaee
10.102.9.135",Windows 10 Entreprise,Tanium Client,1
